EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
159,Lindsey,Smith,LSMITH,1345,SA_REP,8000,0.3,146,80
159,Lindsey,Smith,LSMITH,729268,SA_REP,8000,0.3,146,80
160,Louise,Doran,LDORAN,11,SA_REP,7500,0.3,146,80
160,Louise,Doran,LDORAN,44,SA_REP,7500,0.3,146,80
160,Louise,Doran,LDORAN,1345,SA_REP,7500,0.3,146,80
160,Louise,Doran,LDORAN,629268,SA_REP,7500,0.3,146,80
161,Sarath,Sewall,SSEWALL,11,SA_REP,7000,0.25,146,80
161,Sarath,Sewall,SSEWALL,44,SA_REP,7000,0.25,146,80
161,Sarath,Sewall,SSEWALL,1345,SA_REP,7000,0.25,146,80
161,Sarath,Sewall,SSEWALL,529268,SA_REP,7000,0.25,146,80
162,Clara,Vishney,CVISHNEY,11,SA_REP,10500,0.25,147,80
162,Clara,Vishney,CVISHNEY,44,SA_REP,10500,0.25,147,80
162,Clara,Vishney,CVISHNEY,1346,SA_REP,10500,0.25,147,80
162,Clara,Vishney,CVISHNEY,129268,SA_REP,10500,0.25,147,80
163,Danielle,Greene,DGREENE,11,SA_REP,9500,0.15,147,80
163,Danielle,Greene,DGREENE,44,SA_REP,9500,0.15,147,80
163,Danielle,Greene,DGREENE,1346,SA_REP,9500,0.15,147,80
163,Danielle,Greene,DGREENE,229268,SA_REP,9500,0.15,147,80
164,Mattea,Marvins,MMARVINS,11,SA_REP,7200,0.1,147,80
164,Mattea,Marvins,MMARVINS,44,SA_REP,7200,0.1,147,80
164,Mattea,Marvins,MMARVINS,1346,SA_REP,7200,0.1,147,80
164,Mattea,Marvins,MMARVINS,329268,SA_REP,7200,0.1,147,80
165,David,Lee,DLEE,11,SA_REP,6800,0.1,147,80
165,David,Lee,DLEE,44,SA_REP,6800,0.1,147,80
165,David,Lee,DLEE,1346,SA_REP,6800,0.1,147,80
165,David,Lee,DLEE,529268,SA_REP,6800,0.1,147,80
166,Sundar,Ande,SANDE,11,SA_REP,6400,0.1,147,80
166,Sundar,Ande,SANDE,44,SA_REP,6400,0.1,147,80
166,Sundar,Ande,SANDE,1346,SA_REP,6400,0.1,147,80
166,Sundar,Ande,SANDE,629268,SA_REP,6400,0.1,147,80
167,Amit,Banda,ABANDA,11,SA_REP,6200,0.1,147,80
167,Amit,Banda,ABANDA,44,SA_REP,6200,0.1,147,80
167,Amit,Banda,ABANDA,1346,SA_REP,6200,0.1,147,80
167,Amit,Banda,ABANDA,729268,SA_REP,6200,0.1,147,80
168,Lisa,Ozer,LOZER,11,SA_REP,11500,0.25,148,80
168,Lisa,Ozer,LOZER,44,SA_REP,11500,0.25,148,80
168,Lisa,Ozer,LOZER,1343,SA_REP,11500,0.25,148,80
168,Lisa,Ozer,LOZER,929268,SA_REP,11500,0.25,148,80
169,Harrison,Bloom,HBLOOM,11,SA_REP,10000,0.2,148,80
169,Harrison,Bloom,HBLOOM,44,SA_REP,10000,0.2,148,80
169,Harrison,Bloom,HBLOOM,1343,SA_REP,10000,0.2,148,80
169,Harrison,Bloom,HBLOOM,829268,SA_REP,10000,0.2,148,80
170,Tayler,Fox,TFOX,11,SA_REP,9600,0.2,148,80
170,Tayler,Fox,TFOX,44,SA_REP,9600,0.2,148,80
170,Tayler,Fox,TFOX,1343,SA_REP,9600,0.2,148,80
170,Tayler,Fox,TFOX,729268,SA_REP,9600,0.2,148,80
171,William,Smith,WSMITH,11,SA_REP,7400,0.15,148,80
171,William,Smith,WSMITH,44,SA_REP,7400,0.15,148,80
171,William,Smith,WSMITH,1343,SA_REP,7400,0.15,148,80
171,William,Smith,WSMITH,629268,SA_REP,7400,0.15,148,80
172,Elizabeth,Bates,EBATES,11,SA_REP,7300,0.15,148,80
172,Elizabeth,Bates,EBATES,44,SA_REP,7300,0.15,148,80
172,Elizabeth,Bates,EBATES,1343,SA_REP,7300,0.15,148,80
172,Elizabeth,Bates,EBATES,529268,SA_REP,7300,0.15,148,80
173,Sundita,Kumar,SKUMAR,11,SA_REP,6100,0.1,148,80
173,Sundita,Kumar,SKUMAR,44,SA_REP,6100,0.1,148,80
173,Sundita,Kumar,SKUMAR,1343,SA_REP,6100,0.1,148,80
173,Sundita,Kumar,SKUMAR,329268,SA_REP,6100,0.1,148,80
174,Ellen,Abel,EABEL,11,SA_REP,11000,0.3,149,80
174,Ellen,Abel,EABEL,44,SA_REP,11000,0.3,149,80
174,Ellen,Abel,EABEL,1644,SA_REP,11000,0.3,149,80
174,Ellen,Abel,EABEL,429267,SA_REP,11000,0.3,149,80
175,Alyssa,Hutton,AHUTTON,11,SA_REP,8800,0.25,149,80
175,Alyssa,Hutton,AHUTTON,44,SA_REP,8800,0.25,149,80
175,Alyssa,Hutton,AHUTTON,1644,SA_REP,8800,0.25,149,80
175,Alyssa,Hutton,AHUTTON,429266,SA_REP,8800,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,11,SA_REP,8600,0.2,149,80
176,Jonathon,Taylor,JTAYLOR,44,SA_REP,8600,0.2,149,80
176,Jonathon,Taylor,JTAYLOR,1644,SA_REP,8600,0.2,149,80
176,Jonathon,Taylor,JTAYLOR,429265,SA_REP,8600,0.2,149,80
177,Jack,Livingston,JLIVINGS,11,SA_REP,8400,0.2,149,80
177,Jack,Livingston,JLIVINGS,44,SA_REP,8400,0.2,149,80
177,Jack,Livingston,JLIVINGS,1644,SA_REP,8400,0.2,149,80
177,Jack,Livingston,JLIVINGS,429264,SA_REP,8400,0.2,149,80
178,Kimberely,Grant,KGRANT,11,SA_REP,7000,0.15,149,
178,Kimberely,Grant,KGRANT,44,SA_REP,7000,0.15,149,
178,Kimberely,Grant,KGRANT,1644,SA_REP,7000,0.15,149,
178,Kimberely,Grant,KGRANT,429263,SA_REP,7000,0.15,149,
179,Charles,Johnson,CJOHNSON,11,SA_REP,6200,0.1,149,80
179,Charles,Johnson,CJOHNSON,44,SA_REP,6200,0.1,149,80
179,Charles,Johnson,CJOHNSON,1644,SA_REP,6200,0.1,149,80
179,Charles,Johnson,CJOHNSON,429262,SA_REP,6200,0.1,149,80
180,Winston,Taylor,WTAYLOR,650,SH_CLERK,3200,,120,50
180,Winston,Taylor,WTAYLOR,507,SH_CLERK,3200,,120,50
180,Winston,Taylor,WTAYLOR,9876,SH_CLERK,3200,,120,50
181,Jean,Fleaur,JFLEAUR,650,SH_CLERK,3100,,120,50
181,Jean,Fleaur,JFLEAUR,507,SH_CLERK,3100,,120,50
181,Jean,Fleaur,JFLEAUR,9877,SH_CLERK,3100,,120,50
182,Martha,Sullivan,MSULLIVA,650,SH_CLERK,2500,,120,50
182,Martha,Sullivan,MSULLIVA,507,SH_CLERK,2500,,120,50
182,Martha,Sullivan,MSULLIVA,9878,SH_CLERK,2500,,120,50
183,Girard,Geoni,GGEONI,650,SH_CLERK,2800,,120,50
183,Girard,Geoni,GGEONI,507,SH_CLERK,2800,,120,50
183,Girard,Geoni,GGEONI,9879,SH_CLERK,2800,,120,50
184,Nandita,Sarchand,NSARCHAN,650,SH_CLERK,4200,,121,50
184,Nandita,Sarchand,NSARCHAN,509,SH_CLERK,4200,,121,50
184,Nandita,Sarchand,NSARCHAN,1876,SH_CLERK,4200,,121,50
185,Alexis,Bull,ABULL,650,SH_CLERK,4100,,121,50
185,Alexis,Bull,ABULL,509,SH_CLERK,4100,,121,50
185,Alexis,Bull,ABULL,2876,SH_CLERK,4100,,121,50
186,Julia,Dellinger,JDELLING,650,SH_CLERK,3400,,121,50
186,Julia,Dellinger,JDELLING,509,SH_CLERK,3400,,121,50
186,Julia,Dellinger,JDELLING,3876,SH_CLERK,3400,,121,50
187,Anthony,Cabrio,ACABRIO,650,SH_CLERK,3000,,121,50
187,Anthony,Cabrio,ACABRIO,509,SH_CLERK,3000,,121,50
187,Anthony,Cabrio,ACABRIO,4876,SH_CLERK,3000,,121,50
188,Kelly,Chung,KCHUNG,650,SH_CLERK,3800,,122,50
188,Kelly,Chung,KCHUNG,505,SH_CLERK,3800,,122,50
188,Kelly,Chung,KCHUNG,1876,SH_CLERK,3800,,122,50
189,Jennifer,Dilly,JDILLY,650,SH_CLERK,3600,,122,50
189,Jennifer,Dilly,JDILLY,505,SH_CLERK,3600,,122,50
189,Jennifer,Dilly,JDILLY,2876,SH_CLERK,3600,,122,50
190,Timothy,Gates,TGATES,650,SH_CLERK,2900,,122,50
190,Timothy,Gates,TGATES,505,SH_CLERK,2900,,122,50
190,Timothy,Gates,TGATES,3876,SH_CLERK,2900,,122,50
191,Randall,Perkins,RPERKINS,650,SH_CLERK,2500,,122,50
191,Randall,Perkins,RPERKINS,505,SH_CLERK,2500,,122,50
191,Randall,Perkins,RPERKINS,4876,SH_CLERK,2500,,122,50
192,Sarah,Bell,SBELL,650,SH_CLERK,4000,,123,50
192,Sarah,Bell,SBELL,501,SH_CLERK,4000,,123,50
192,Sarah,Bell,SBELL,1876,SH_CLERK,4000,,123,50
193,Britney,Everett,BEVERETT,650,SH_CLERK,3900,,123,50
193,Britney,Everett,BEVERETT,501,SH_CLERK,3900,,123,50
193,Britney,Everett,BEVERETT,2876,SH_CLERK,3900,,123,50
194,Samuel,McCain,SMCCAIN,650,SH_CLERK,3200,,123,50
194,Samuel,McCain,SMCCAIN,501,SH_CLERK,3200,,123,50
194,Samuel,McCain,SMCCAIN,3876,SH_CLERK,3200,,123,50
195,Vance,Jones,VJONES,650,SH_CLERK,2800,,123,50
195,Vance,Jones,VJONES,501,SH_CLERK,2800,,123,50
195,Vance,Jones,VJONES,4876,SH_CLERK,2800,,123,50
196,Alana,Walsh,AWALSH,650,SH_CLERK,3100,,124,50
196,Alana,Walsh,AWALSH,507,SH_CLERK,3100,,124,50
196,Alana,Walsh,AWALSH,9811,SH_CLERK,3100,,124,50
197,Kevin,Feeney,KFEENEY,650,SH_CLERK,3000,,124,50
197,Kevin,Feeney,KFEENEY,507,SH_CLERK,3000,,124,50
197,Kevin,Feeney,KFEENEY,9822,SH_CLERK,3000,,124,50
198,Donald,OConnell,DOCONNEL,650,SH_CLERK,2600,,124,50
198,Donald,OConnell,DOCONNEL,507,SH_CLERK,2600,,124,50
198,Donald,OConnell,DOCONNEL,9833,SH_CLERK,2600,,124,50
199,Douglas,Grant,DGRANT,650,SH_CLERK,2600,,124,50
199,Douglas,Grant,DGRANT,507,SH_CLERK,2600,,124,50
199,Douglas,Grant,DGRANT,9844,SH_CLERK,2600,,124,50
200,Jennifer,Whalen,JWHALEN,515,AD_ASST,4400,,101,10
200,Jennifer,Whalen,JWHALEN,123,AD_ASST,4400,,101,10
200,Jennifer,Whalen,JWHALEN,4444,AD_ASST,4400,,101,10
201,Michael,Hartstein,MHARTSTE,515,MK_MAN,13000,,100,20
201,Michael,Hartstein,MHARTSTE,123,MK_MAN,13000,,100,20
201,Michael,Hartstein,MHARTSTE,5555,MK_MAN,13000,,100,20
202,Pat,Fay,PFAY,603,MK_REP,6000,,201,20
202,Pat,Fay,PFAY,123,MK_REP,6000,,201,20
202,Pat,Fay,PFAY,6666,MK_REP,6000,,201,20
203,Susan,Mavris,SMAVRIS,515,HR_REP,6500,,101,40
203,Susan,Mavris,SMAVRIS,123,HR_REP,6500,,101,40
203,Susan,Mavris,SMAVRIS,7777,HR_REP,6500,,101,40
204,Hermann,Baer,HBAER,515,PR_REP,10000,,101,70
204,Hermann,Baer,HBAER,123,PR_REP,10000,,101,70
204,Hermann,Baer,HBAER,8888,PR_REP,10000,,101,70
205,Shelley,Higgins,SHIGGINS,515,AC_MGR,12008,,101,110
205,Shelley,Higgins,SHIGGINS,123,AC_MGR,12008,,101,110
205,Shelley,Higgins,SHIGGINS,8080,AC_MGR,12008,,101,110
206,William,Gietz,WGIETZ,515,AC_ACCOUNT,8300,,205,110
206,William,Gietz,WGIETZ,123,AC_ACCOUNT,8300,,205,110
206,William,Gietz,WGIETZ,8181,AC_ACCOUNT,8300,,205,110
