EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,01/24/2008 00:00:00,SA_REP,7200.00,0.10,147,80
165,David,Lee,DLEE,011.44.1346.529268,02/23/2008 00:00:00,SA_REP,6800.00,0.10,147,80
166,Sundar,Ande,SANDE,011.44.1346.629268,03/24/2008 00:00:00,SA_REP,6400.00,0.10,147,80
167,Amit,Banda,ABANDA,011.44.1346.729268,04/21/2008 00:00:00,SA_REP,6200.00,0.10,147,80
168,Lisa,Ozer,LOZER,011.44.1343.929268,03/11/2005 00:00:00,SA_REP,11500.00,0.25,148,80
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,03/23/2006 00:00:00,SA_REP,10000.00,0.20,148,80
170,Tayler,Fox,TFOX,011.44.1343.729268,01/24/2006 00:00:00,SA_REP,9600.00,0.20,148,80
171,William,Smith,WSMITH,011.44.1343.629268,02/23/2007 00:00:00,SA_REP,7400.00,0.15,148,80
172,Elizabeth,Bates,EBATES,011.44.1343.529268,03/24/2007 00:00:00,SA_REP,7300.00,0.15,148,80
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,04/21/2008 00:00:00,SA_REP,6100.00,0.10,148,80
174,Ellen,Abel,EABEL,011.44.1644.429267,05/11/2004 00:00:00,SA_REP,11000.00,0.30,149,80
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,03/19/2005 00:00:00,SA_REP,8800.00,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,03/24/2006 00:00:00,SA_REP,8600.00,0.20,149,80
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,04/23/2006 00:00:00,SA_REP,8400.00,0.20,149,80
178,Kimberely,Grant,KGRANT,011.44.1644.429263,05/24/2007 00:00:00,SA_REP,7000.00,0.15,149,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,01/04/2008 00:00:00,SA_REP,6200.00,0.10,149,80
180,Winston,Taylor,WTAYLOR,650.507.9876,01/24/2006 00:00:00,SH_CLERK,3200.00,,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,02/23/2006 00:00:00,SH_CLERK,3100.00,,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,06/21/2007 00:00:00,SH_CLERK,2500.00,,120,50
183,Girard,Geoni,GGEONI,650.507.9879,02/03/2008 00:00:00,SH_CLERK,2800.00,,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,01/27/2004 00:00:00,SH_CLERK,4200.00,,121,50
185,Alexis,Bull,ABULL,650.509.2876,02/20/2005 00:00:00,SH_CLERK,4100.00,,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,06/24/2006 00:00:00,SH_CLERK,3400.00,,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,02/07/2007 00:00:00,SH_CLERK,3000.00,,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,06/14/2005 00:00:00,SH_CLERK,3800.00,,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,08/13/2005 00:00:00,SH_CLERK,3600.00,,122,50
190,Timothy,Gates,TGATES,650.505.3876,07/11/2006 00:00:00,SH_CLERK,2900.00,,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,12/19/2007 00:00:00,SH_CLERK,2500.00,,122,50
192,Sarah,Bell,SBELL,650.501.1876,02/04/2004 00:00:00,SH_CLERK,4000.00,,123,50
193,Britney,Everett,BEVERETT,650.501.2876,03/03/2005 00:00:00,SH_CLERK,3900.00,,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,07/01/2006 00:00:00,SH_CLERK,3200.00,,123,50
195,Vance,Jones,VJONES,650.501.4876,03/17/2007 00:00:00,SH_CLERK,2800.00,,123,50
196,Alana,Walsh,AWALSH,650.507.9811,04/24/2006 00:00:00,SH_CLERK,3100.00,,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,05/23/2006 00:00:00,SH_CLERK,3000.00,,124,50
198,Donald,OConnell,DOCONNEL,650.507.9833,06/21/2007 00:00:00,SH_CLERK,2600.00,,124,50
199,Douglas,Grant,DGRANT,650.507.9844,01/13/2008 00:00:00,SH_CLERK,2600.00,,124,50
200,Jennifer,Whalen,JWHALEN,515.123.4444,09/17/2003 00:00:00,AD_ASST,4400.00,,101,10
201,Michael,Hartstein,MHARTSTE,515.123.5555,02/17/2004 00:00:00,MK_MAN,13000.00,,100,20
202,Pat,Fay,PFAY,603.123.6666,08/17/2005 00:00:00,MK_REP,6000.00,,201,20
203,Susan,Mavris,SMAVRIS,515.123.7777,06/07/2002 00:00:00,HR_REP,6500.00,,101,40
204,Hermann,Baer,HBAER,515.123.8888,06/07/2002 00:00:00,PR_REP,10000.00,,101,70
205,Shelley,Higgins,SHIGGINS,515.123.8080,06/07/2002 00:00:00,AC_MGR,12008.00,,101,110
206,William,Gietz,WGIETZ,515.123.8181,06/07/2002 00:00:00,AC_ACCOUNT,8300.00,,205,110
999,Steve,King2,SKING2,515.123.4567,06/17/2003 00:00:00,AD_PRES,2400.00,,100,10
